address,end_inclusive,size,raw_hex,opcode,mnemonic,target,target_kind,is_seed,seed_sources
30048,30049,2,32 1A,50,NOTE,,,False,
30050,30051,2,00 0A,0,REST,,,False,
30052,30053,2,33 1A,51,NOTE,,,False,
30054,30055,2,00 0A,0,REST,,,False,
30056,30057,2,38 1A,56,NOTE,,,False,
30058,30059,2,00 0A,0,REST,,,False,
30060,30061,2,00 09,0,REST,,,False,
30062,30063,2,31 1A,49,NOTE,,,False,
30064,30065,2,00 0A,0,REST,,,False,
30066,30067,2,33 1A,51,NOTE,,,False,
30068,30069,2,00 0A,0,REST,,,False,
30070,30071,2,31 1A,49,NOTE,,,False,
30072,30073,2,00 0A,0,REST,,,False,
30074,30075,2,30 1A,48,NOTE,,,False,
30076,30077,2,00 0A,0,REST,,,False,
30078,30079,2,2E 1A,46,NOTE,,,False,
30080,30081,2,00 0A,0,REST,,,False,
30082,30083,2,30 1A,48,NOTE,,,False,
30084,30085,2,00 0A,0,REST,,,False,
30086,30087,2,2E 1A,46,NOTE,,,False,
30088,30089,2,00 0A,0,REST,,,False,
30090,30091,2,2C 19,44,NOTE,,,False,
30092,30093,2,00 09,0,REST,,,False,
30094,30095,2,38 19,56,NOTE,,,False,
30096,30097,2,00 09,0,REST,,,False,
30098,30099,2,2C 19,44,NOTE,,,False,
30100,30101,2,00 09,0,REST,,,False,
30102,30103,2,38 19,56,NOTE,,,False,
30104,30105,2,00 09,0,REST,,,False,
30106,30107,2,81 02,129,ADD_TEMPO,,,False,
30108,30109,2,00 09,0,REST,,,False,
30110,30111,2,2C 1A,44,NOTE,,,False,
30112,30113,2,00 0A,0,REST,,,False,
30114,30115,2,33 1A,51,NOTE,,,False,
30116,30117,2,00 0A,0,REST,,,False,
30118,30119,2,32 1A,50,NOTE,,,False,
30120,30121,2,00 0A,0,REST,,,False,
30122,30123,2,33 1A,51,NOTE,,,False,
30124,30125,2,00 0A,0,REST,,,False,
30126,30127,2,37 1A,55,NOTE,,,False,
30128,30129,2,00 0A,0,REST,,,False,
30130,30131,2,3B 1A,59,NOTE,,,False,
30132,30133,2,00 0A,0,REST,,,False,
30134,30135,2,3F 1A,63,NOTE,,,False,
30136,30137,2,00 0A,0,REST,,,False,
30138,30139,2,3B 1A,59,NOTE,,,False,
30140,30141,2,00 0A,0,REST,,,False,
30142,30143,2,37 1A,55,NOTE,,,False,
30144,30145,2,00 0A,0,REST,,,False,
30146,30147,2,3D 1A,61,NOTE,,,False,
30148,30149,2,00 0A,0,REST,,,False,
30150,30151,2,3B 1A,59,NOTE,,,False,
30152,30153,2,00 0A,0,REST,,,False,
30154,30155,2,37 1A,55,NOTE,,,False,
30156,30157,2,00 0A,0,REST,,,False,
30158,30159,2,36 1A,54,NOTE,,,False,
30160,30161,2,00 0A,0,REST,,,False,
30162,30163,2,34 1A,52,NOTE,,,False,
30164,30165,2,00 0A,0,REST,,,False,
30166,30167,2,36 1A,54,NOTE,,,False,
30168,30169,2,00 0A,0,REST,,,False,
30170,30171,2,33 1A,51,NOTE,,,False,
30172,30173,2,00 0A,0,REST,,,False,
30174,30175,2,38 1A,56,NOTE,,,False,
30176,30177,2,00 0A,0,REST,,,False,
30178,30179,2,33 1A,51,NOTE,,,False,
30180,30181,2,00 0A,0,REST,,,False,
30182,30183,2,37 1A,55,NOTE,,,False,
30184,30185,2,00 0A,0,REST,,,False,
30186,30187,2,38 1A,56,NOTE,,,False,
30188,30189,2,00 0A,0,REST,,,False,
30190,30191,2,37 1A,55,NOTE,,,False,
30192,30193,2,00 0A,0,REST,,,False,
30194,30195,2,38 1A,56,NOTE,,,False,
30196,30197,2,00 0A,0,REST,,,False,
30198,30199,2,3A 1A,58,NOTE,,,False,
30200,30201,2,00 0A,0,REST,,,False,
30202,30203,2,3B 1A,59,NOTE,,,False,
30204,30205,2,00 0A,0,REST,,,False,
30206,30207,2,3A 1A,58,NOTE,,,False,
30208,30209,2,00 0A,0,REST,,,False,
30210,30211,2,3B 1A,59,NOTE,,,False,
30212,30213,2,00 0A,0,REST,,,False,
30214,30215,2,40 1A,64,NOTE,,,False,
30216,30217,2,00 0A,0,REST,,,False,
30218,30219,2,44 19,68,NOTE,,,False,
30220,30221,2,00 09,0,REST,,,False,
30222,30223,2,43 1A,67,NOTE,,,False,
30224,30225,2,00 0A,0,REST,,,False,
30226,30227,2,44 1A,68,NOTE,,,False,
30228,30229,2,00 0A,0,REST,,,False,
30230,30231,2,81 02,129,ADD_TEMPO,,,False,
30232,30233,2,46 1A,70,NOTE,,,False,
30234,30235,2,00 0A,0,REST,,,False,
30236,30237,2,47 1A,71,NOTE,,,False,
30238,30239,2,00 0A,0,REST,,,False,
30240,30241,2,48 1A,72,NOTE,,,False,
30242,30243,2,00 0A,0,REST,,,False,
30244,30245,2,4B 1A,75,NOTE,,,False,
30246,30247,2,00 0A,0,REST,,,False,
30248,30249,2,48 1A,72,NOTE,,,False,
30250,30251,2,00 0A,0,REST,,,False,
30252,30253,2,44 1A,68,NOTE,,,False,
30254,30255,2,00 0A,0,REST,,,False,
30256,30257,2,3F 1A,63,NOTE,,,False,
30258,30259,2,00 0A,0,REST,,,False,
30260,30261,2,3D 1A,61,NOTE,,,False,
30262,30263,2,00 0A,0,REST,,,False,
30264,30265,2,3F 1A,63,NOTE,,,False,
30266,30267,2,00 0A,0,REST,,,False,
30268,30269,2,41 1A,65,NOTE,,,False,
30270,30271,2,00 0A,0,REST,,,False,
30272,30273,2,3D 1A,61,NOTE,,,False,
30274,30275,2,00 0A,0,REST,,,False,
30276,30277,2,38 1A,56,NOTE,,,False,
30278,30279,2,00 0A,0,REST,,,False,
30280,30281,2,44 1A,68,NOTE,,,False,
30282,30283,2,00 0A,0,REST,,,False,
30284,30285,2,38 1A,56,NOTE,,,False,
30286,30287,2,00 0A,0,REST,,,False,
30288,30289,2,3D 1A,61,NOTE,,,False,
30290,30291,2,00 0A,0,REST,,,False,
30292,30293,2,40 1A,64,NOTE,,,False,
30294,30295,2,00 0A,0,REST,,,False,
30296,30297,2,81 01,129,ADD_TEMPO,,,False,
30298,30299,2,39 1A,57,NOTE,,,False,
30300,30301,2,00 0A,0,REST,,,False,
30302,30303,2,3D 1A,61,NOTE,,,False,
30304,30305,2,00 0A,0,REST,,,False,
30306,30307,2,40 1A,64,NOTE,,,False,
30308,30309,2,00 0A,0,REST,,,False,
30310,30311,2,3D 1A,61,NOTE,,,False,
30312,30313,2,00 0A,0,REST,,,False,
30314,30315,2,40 1A,64,NOTE,,,False,
30316,30317,2,00 0A,0,REST,,,False,
30318,30319,2,45 1A,69,NOTE,,,False,
30320,30321,2,00 0A,0,REST,,,False,
30322,30323,2,49 1A,73,NOTE,,,False,
30324,30325,2,00 0A,0,REST,,,False,
30326,30327,2,45 1A,69,NOTE,,,False,
30328,30329,2,00 0A,0,REST,,,False,
30330,30331,2,48 1A,72,NOTE,,,False,
30332,30333,2,00 0A,0,REST,,,False,
30334,30335,2,44 1A,68,NOTE,,,False,
30336,30337,2,00 0A,0,REST,,,False,
30338,30339,2,3F 1A,63,NOTE,,,False,
30340,30341,2,00 0A,0,REST,,,False,
30342,30343,2,3D 1A,61,NOTE,,,False,
30344,30345,2,00 0A,0,REST,,,False,
30346,30347,2,3C 19,60,NOTE,,,False,
30348,30349,2,A6 00,166,YM_SHIFT_LEFT,,,False,
30350,30351,2,84 00,132,SET_TRANSPOSE,,,False,
30352,30353,2,00 00,0,CHAIN,,,False,
30354,30356,3,9D C6 6D,157,SET_VOICE,,,True,record_139
30357,30358,2,A0 01,160,YM_FREQ_OFFSET,,,False,
30359,30360,2,80 4F,128,SET_TEMPO,,,False,
30361,30362,2,00 0B,0,REST,,,False,
30363,30364,2,84 0C,132,SET_TRANSPOSE,,,False,
30365,30366,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30367,30369,3,A4 10 05,164,VAR_LOAD,,,False,
30370,30371,2,AB 00,171,REG_AND,,,False,
30372,30374,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30377,30379,3,9D C6 6D,157,SET_VOICE,,,True,record_147
30380,30381,2,A0 01,160,YM_FREQ_OFFSET,,,False,
30382,30383,2,80 53,128,SET_TEMPO,,,False,
30384,30385,2,00 0B,0,REST,,,False,
30386,30387,2,84 0C,132,SET_TRANSPOSE,,,False,
30388,30389,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30390,30392,3,A4 10 05,164,VAR_LOAD,,,False,
30393,30394,2,AB 00,171,REG_AND,,,False,
30395,30397,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30400,30402,3,9D C6 6D,157,SET_VOICE,,,True,record_155
30403,30404,2,A0 01,160,YM_FREQ_OFFSET,,,False,
30405,30406,2,80 57,128,SET_TEMPO,,,False,
30407,30408,2,00 0B,0,REST,,,False,
30409,30410,2,84 0C,132,SET_TRANSPOSE,,,False,
30411,30412,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30413,30415,3,A4 10 05,164,VAR_LOAD,,,False,
30416,30417,2,AB 00,171,REG_AND,,,False,
30418,30420,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30423,30425,3,9D C6 6D,157,SET_VOICE,,,True,record_163
30426,30427,2,A0 01,160,YM_FREQ_OFFSET,,,False,
30428,30429,2,80 68,128,SET_TEMPO,,,False,
30430,30431,2,00 0B,0,REST,,,False,
30432,30433,2,84 0C,132,SET_TRANSPOSE,,,False,
30434,30435,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30436,30438,3,A4 10 05,164,VAR_LOAD,,,False,
30439,30440,2,AB 00,171,REG_AND,,,False,
30441,30443,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30446,30448,3,9D C6 6D,157,SET_VOICE,,,True,record_140
30449,30450,2,82 0D,130,SET_VOLUME,,,False,
30451,30452,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30453,30454,2,80 4F,128,SET_TEMPO,,,False,
30455,30456,2,00 4B,0,REST,,,False,
30457,30458,2,84 0C,132,SET_TRANSPOSE,,,False,
30459,30460,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30461,30463,3,A4 10 05,164,VAR_LOAD,,,False,
30464,30465,2,AB 00,171,REG_AND,,,False,
30466,30468,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30471,30473,3,9D C6 6D,157,SET_VOICE,,,True,record_148
30474,30475,2,82 0D,130,SET_VOLUME,,,False,
30476,30477,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30478,30479,2,80 53,128,SET_TEMPO,,,False,
30480,30481,2,00 4B,0,REST,,,False,
30482,30483,2,84 0C,132,SET_TRANSPOSE,,,False,
30484,30485,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30486,30488,3,A4 10 05,164,VAR_LOAD,,,False,
30489,30490,2,AB 00,171,REG_AND,,,False,
30491,30493,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30496,30498,3,9D C6 6D,157,SET_VOICE,,,True,record_156
30499,30500,2,82 0D,130,SET_VOLUME,,,False,
30501,30502,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30503,30504,2,80 57,128,SET_TEMPO,,,False,
30505,30506,2,00 4B,0,REST,,,False,
30507,30508,2,84 0C,132,SET_TRANSPOSE,,,False,
30509,30510,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30511,30513,3,A4 10 05,164,VAR_LOAD,,,False,
30514,30515,2,AB 00,171,REG_AND,,,False,
30516,30518,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30521,30523,3,9D C6 6D,157,SET_VOICE,,,True,record_164
30524,30525,2,82 0D,130,SET_VOLUME,,,False,
30526,30527,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30528,30529,2,80 68,128,SET_TEMPO,,,False,
30530,30531,2,00 4B,0,REST,,,False,
30532,30533,2,84 0C,132,SET_TRANSPOSE,,,False,
30534,30535,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30536,30538,3,A4 10 05,164,VAR_LOAD,,,False,
30539,30540,2,AB 00,171,REG_AND,,,False,
30541,30543,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30546,30548,3,9D C6 6D,157,SET_VOICE,,,True,record_141
30549,30550,2,82 0A,130,SET_VOLUME,,,False,
30551,30552,2,A0 01,160,YM_FREQ_OFFSET,,,False,
30553,30554,2,80 4F,128,SET_TEMPO,,,False,
30555,30556,2,00 0A,0,REST,,,False,
30557,30558,2,84 0C,132,SET_TRANSPOSE,,,False,
30559,30560,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30561,30563,3,A4 10 05,164,VAR_LOAD,,,False,
30564,30565,2,AB 00,171,REG_AND,,,False,
30566,30568,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30571,30573,3,9D C6 6D,157,SET_VOICE,,,True,record_149
30574,30575,2,82 0A,130,SET_VOLUME,,,False,
30576,30577,2,A0 01,160,YM_FREQ_OFFSET,,,False,
30578,30579,2,80 53,128,SET_TEMPO,,,False,
30580,30581,2,00 0A,0,REST,,,False,
30582,30583,2,84 0C,132,SET_TRANSPOSE,,,False,
30584,30585,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30586,30588,3,A4 10 05,164,VAR_LOAD,,,False,
30589,30590,2,AB 00,171,REG_AND,,,False,
30591,30593,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30596,30598,3,9D C6 6D,157,SET_VOICE,,,True,record_157
30599,30600,2,82 0A,130,SET_VOLUME,,,False,
30601,30602,2,A0 01,160,YM_FREQ_OFFSET,,,False,
30603,30604,2,80 57,128,SET_TEMPO,,,False,
30605,30606,2,00 0A,0,REST,,,False,
30607,30608,2,84 0C,132,SET_TRANSPOSE,,,False,
30609,30610,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30611,30613,3,A4 10 05,164,VAR_LOAD,,,False,
30614,30615,2,AB 00,171,REG_AND,,,False,
30616,30618,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30621,30623,3,9D C6 6D,157,SET_VOICE,,,True,record_165
30624,30625,2,82 0A,130,SET_VOLUME,,,False,
30626,30627,2,A0 01,160,YM_FREQ_OFFSET,,,False,
30628,30629,2,80 68,128,SET_TEMPO,,,False,
30630,30631,2,00 0A,0,REST,,,False,
30632,30633,2,84 0C,132,SET_TRANSPOSE,,,False,
30634,30635,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30636,30638,3,A4 10 05,164,VAR_LOAD,,,False,
30639,30640,2,AB 00,171,REG_AND,,,False,
30641,30643,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30646,30648,3,9D C6 6D,157,SET_VOICE,,,True,record_142
30649,30650,2,82 09,130,SET_VOLUME,,,False,
30651,30652,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30653,30654,2,80 4F,128,SET_TEMPO,,,False,
30655,30656,2,00 0A,0,REST,,,False,
30657,30658,2,00 0C,0,REST,,,False,
30659,30660,2,84 0C,132,SET_TRANSPOSE,,,False,
30661,30662,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30663,30665,3,A4 10 05,164,VAR_LOAD,,,False,
30666,30667,2,AB 00,171,REG_AND,,,False,
30668,30670,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30673,30675,3,9D C6 6D,157,SET_VOICE,,,True,record_150
30676,30677,2,82 09,130,SET_VOLUME,,,False,
30678,30679,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30680,30681,2,80 53,128,SET_TEMPO,,,False,
30682,30683,2,00 0A,0,REST,,,False,
30684,30685,2,00 0C,0,REST,,,False,
30686,30687,2,84 0C,132,SET_TRANSPOSE,,,False,
30688,30689,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30690,30692,3,A4 10 05,164,VAR_LOAD,,,False,
30693,30694,2,AB 00,171,REG_AND,,,False,
30695,30697,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30700,30702,3,9D C6 6D,157,SET_VOICE,,,True,record_158
30703,30704,2,82 09,130,SET_VOLUME,,,False,
30705,30706,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30707,30708,2,80 57,128,SET_TEMPO,,,False,
30709,30710,2,00 0A,0,REST,,,False,
30711,30712,2,00 0C,0,REST,,,False,
30713,30714,2,84 0C,132,SET_TRANSPOSE,,,False,
30715,30716,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30717,30719,3,A4 10 05,164,VAR_LOAD,,,False,
30720,30721,2,AB 00,171,REG_AND,,,False,
30722,30724,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30727,30729,3,9D C6 6D,157,SET_VOICE,,,True,record_166
30730,30731,2,82 09,130,SET_VOLUME,,,False,
30732,30733,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30734,30735,2,80 68,128,SET_TEMPO,,,False,
30736,30737,2,00 0A,0,REST,,,False,
30738,30739,2,00 0C,0,REST,,,False,
30740,30741,2,84 0C,132,SET_TRANSPOSE,,,False,
30742,30743,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30744,30746,3,A4 10 05,164,VAR_LOAD,,,False,
30747,30748,2,AB 00,171,REG_AND,,,False,
30749,30751,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30754,30756,3,9D C6 6D,157,SET_VOICE,,,True,record_143
30757,30758,2,82 07,130,SET_VOLUME,,,False,
30759,30760,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30761,30762,2,80 4F,128,SET_TEMPO,,,False,
30763,30764,2,00 0A,0,REST,,,False,
30765,30766,2,00 0C,0,REST,,,False,
30767,30768,2,00 0B,0,REST,,,False,
30769,30770,2,84 0C,132,SET_TRANSPOSE,,,False,
30771,30772,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30773,30775,3,A4 10 05,164,VAR_LOAD,,,False,
30776,30777,2,AB 00,171,REG_AND,,,False,
30778,30780,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30783,30785,3,9D C6 6D,157,SET_VOICE,,,True,record_151
30786,30787,2,82 07,130,SET_VOLUME,,,False,
30788,30789,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30790,30791,2,80 53,128,SET_TEMPO,,,False,
30792,30793,2,00 0A,0,REST,,,False,
30794,30795,2,00 0C,0,REST,,,False,
30796,30797,2,00 0B,0,REST,,,False,
30798,30799,2,84 0C,132,SET_TRANSPOSE,,,False,
30800,30801,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30802,30804,3,A4 10 05,164,VAR_LOAD,,,False,
30805,30806,2,AB 00,171,REG_AND,,,False,
30807,30809,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30812,30814,3,9D C6 6D,157,SET_VOICE,,,True,record_159
30815,30816,2,82 07,130,SET_VOLUME,,,False,
30817,30818,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30819,30820,2,80 57,128,SET_TEMPO,,,False,
30821,30822,2,00 0A,0,REST,,,False,
30823,30824,2,00 0C,0,REST,,,False,
30825,30826,2,00 0B,0,REST,,,False,
30827,30828,2,84 0C,132,SET_TRANSPOSE,,,False,
30829,30830,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30831,30833,3,A4 10 05,164,VAR_LOAD,,,False,
30834,30835,2,AB 00,171,REG_AND,,,False,
30836,30838,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30841,30843,3,9D C6 6D,157,SET_VOICE,,,True,record_167
30844,30845,2,82 07,130,SET_VOLUME,,,False,
30846,30847,2,A0 02,160,YM_FREQ_OFFSET,,,False,
30848,30849,2,80 68,128,SET_TEMPO,,,False,
30850,30851,2,00 0A,0,REST,,,False,
30852,30853,2,00 0C,0,REST,,,False,
30854,30855,2,00 0B,0,REST,,,False,
30856,30857,2,84 0C,132,SET_TRANSPOSE,,,False,
30858,30859,2,A1 F1,161,YM_CARRIER_TL_DELTA,,,False,
30860,30862,3,A4 10 05,164,VAR_LOAD,,,False,
30863,30864,2,AB 00,171,REG_AND,,,False,
30865,30867,3,AE 3C 74,174,COND_JUMP_REG_Z,29756,conditional,False,
30870,30872,3,9D 40 6F,157,SET_VOICE,,,True,record_144
30873,30874,2,82 0D,130,SET_VOLUME,,,False,
30875,30876,2,80 4F,128,SET_TEMPO,,,False,
30877,30878,2,AB 00,171,REG_AND,,,False,
30879,30881,3,AE C6 78,174,COND_JUMP_REG_Z,30918,conditional,False,
30882,30884,3,9D 40 6F,157,SET_VOICE,,,True,record_152
30885,30886,2,82 0D,130,SET_VOLUME,,,False,
30887,30888,2,80 53,128,SET_TEMPO,,,False,
30889,30890,2,AB 00,171,REG_AND,,,False,
30891,30893,3,AE C6 78,174,COND_JUMP_REG_Z,30918,conditional,False,
30894,30896,3,9D 40 6F,157,SET_VOICE,,,True,record_160
30897,30898,2,82 0D,130,SET_VOLUME,,,False,
30899,30900,2,80 57,128,SET_TEMPO,,,False,
30901,30902,2,AB 00,171,REG_AND,,,False,
30903,30905,3,AE C6 78,174,COND_JUMP_REG_Z,30918,conditional,False,
30906,30908,3,9D 40 6F,157,SET_VOICE,,,True,record_168
30909,30910,2,82 0D,130,SET_VOLUME,,,False,
30911,30912,2,80 68,128,SET_TEMPO,,,False,
30913,30914,2,AB 00,171,REG_AND,,,False,
30915,30917,3,AE C6 78,174,COND_JUMP_REG_Z,30918,conditional,False,
30918,30919,2,20 01,32,NOTE,,,False,
30920,30921,2,20 01,32,NOTE,,,False,
30922,30923,2,81 02,129,ADD_TEMPO,,,False,
30924,30925,2,20 01,32,NOTE,,,False,
30926,30927,2,20 01,32,NOTE,,,False,
30928,30929,2,81 02,129,ADD_TEMPO,,,False,
30930,30931,2,8E 02,142,PUSH_SEQ_EXT,,,False,
30932,30933,2,20 02,32,NOTE,,,False,
30934,30935,2,20 02,32,NOTE,,,False,
30936,30937,2,20 02,32,NOTE,,,False,
30938,30939,2,20 02,32,NOTE,,,False,
30940,30941,2,81 02,129,ADD_TEMPO,,,False,
30942,30943,2,8F 00,143,POP_SEQ,,,False,
30944,30945,2,20 02,32,NOTE,,,False,
30946,30947,2,20 02,32,NOTE,,,False,
30948,30949,2,81 01,129,ADD_TEMPO,,,False,
30950,30951,2,20 02,32,NOTE,,,False,
30952,30953,2,20 03,32,NOTE,,,False,
30954,30955,2,00 00,0,CHAIN,,,False,
30956,30958,3,9D D2 6A,157,SET_VOICE,,,True,record_145
30959,30960,2,A1 EC,161,YM_CARRIER_TL_DELTA,,,False,
30961,30963,3,A4 2E 01,164,VAR_LOAD,,,False,
30964,30965,2,80 4F,128,SET_TEMPO,,,False,
30966,30967,2,AB 00,171,REG_AND,,,False,
30968,30970,3,AE 23 79,174,COND_JUMP_REG_Z,31011,conditional,False,
30971,30973,3,9D D2 6A,157,SET_VOICE,,,True,record_153
30974,30975,2,A1 EC,161,YM_CARRIER_TL_DELTA,,,False,
30976,30978,3,A4 2E 01,164,VAR_LOAD,,,False,
30979,30980,2,80 53,128,SET_TEMPO,,,False,
30981,30982,2,AB 00,171,REG_AND,,,False,
30983,30985,3,AE 23 79,174,COND_JUMP_REG_Z,31011,conditional,False,
30986,30988,3,9D D2 6A,157,SET_VOICE,,,True,record_161
30989,30990,2,A1 EC,161,YM_CARRIER_TL_DELTA,,,False,
30991,30993,3,A4 2E 01,164,VAR_LOAD,,,False,
30994,30995,2,80 57,128,SET_TEMPO,,,False,
30996,30997,2,AB 00,171,REG_AND,,,False,
30998,31000,3,AE 23 79,174,COND_JUMP_REG_Z,31011,conditional,False,
31001,31003,3,9D D2 6A,157,SET_VOICE,,,True,record_169
31004,31005,2,A1 EC,161,YM_CARRIER_TL_DELTA,,,False,
31006,31008,3,A4 2E 01,164,VAR_LOAD,,,False,
31009,31010,2,80 68,128,SET_TEMPO,,,False,
31011,31012,2,8E 04,142,PUSH_SEQ_EXT,,,False,
31013,31014,2,8E 02,142,PUSH_SEQ_EXT,,,False,
31015,31016,2,8E 03,142,PUSH_SEQ_EXT,,,False,
31017,31018,2,B2 05,178,VAR_CLASSIFY_LOAD,,,False,
31019,31020,2,AB 3F,171,REG_AND,,,False,
31021,31022,2,B0 03,176,VAR_STORE,,,False,
31023,31024,2,20 19,32,NOTE,,,False,
31025,31026,2,00 44,0,REST,,,False,
31027,31028,2,8F 00,143,POP_SEQ,,,False,
31029,31030,2,AB 00,171,REG_AND,,,False,
31031,31032,2,B0 03,176,VAR_STORE,,,False,
31033,31034,2,20 5A,32,NOTE,,,False,
31035,31036,2,00 0B,0,REST,,,False,
31037,31038,2,00 04,0,REST,,,False,
31039,31040,2,B2 05,178,VAR_CLASSIFY_LOAD,,,False,
31041,31042,2,AB 3F,171,REG_AND,,,False,
31043,31044,2,B0 03,176,VAR_STORE,,,False,
31045,31046,2,00 0B,0,REST,,,False,
31047,31048,2,20 5A,32,NOTE,,,False,
31049,31050,2,8F 00,143,POP_SEQ,,,False,
31051,31052,2,81 02,129,ADD_TEMPO,,,False,
31053,31054,2,8F 00,143,POP_SEQ,,,False,
31055,31056,2,8E 03,142,PUSH_SEQ_EXT,,,False,
31057,31058,2,B2 05,178,VAR_CLASSIFY_LOAD,,,False,
31059,31060,2,AB 3F,171,REG_AND,,,False,
31061,31062,2,B0 03,176,VAR_STORE,,,False,
31063,31064,2,20 19,32,NOTE,,,False,
31065,31066,2,00 44,0,REST,,,False,
31067,31068,2,8F 00,143,POP_SEQ,,,False,
31069,31070,2,AB 00,171,REG_AND,,,False,
31071,31072,2,B0 03,176,VAR_STORE,,,False,
31073,31074,2,20 5A,32,NOTE,,,False,
31075,31076,2,00 0B,0,REST,,,False,
31077,31078,2,00 04,0,REST,,,False,
31079,31080,2,B2 05,178,VAR_CLASSIFY_LOAD,,,False,
31081,31082,2,AB 3F,171,REG_AND,,,False,
31083,31084,2,B0 03,176,VAR_STORE,,,False,
31085,31086,2,00 0B,0,REST,,,False,
31087,31088,2,20 5A,32,NOTE,,,False,
31089,31090,2,81 01,129,ADD_TEMPO,,,False,
31091,31092,2,8E 03,142,PUSH_SEQ_EXT,,,False,
31093,31094,2,B2 05,178,VAR_CLASSIFY_LOAD,,,False,
31095,31096,2,AB 3F,171,REG_AND,,,False,
31097,31098,2,B0 03,176,VAR_STORE,,,False,
31099,31100,2,20 19,32,NOTE,,,False,
31101,31102,2,00 44,0,REST,,,False,
31103,31104,2,8F 00,143,POP_SEQ,,,False,
31105,31106,2,00 00,0,CHAIN,,,False,
31107,31109,3,9D A4 6B,157,SET_VOICE,,,True,record_130
31110,31111,2,80 90,128,SET_TEMPO,,,False,
31112,31113,2,82 09,130,SET_VOLUME,,,False,
31114,31115,2,00 04,0,REST,,,False,
31116,31117,2,3C 04,60,NOTE,,,False,
31118,31119,2,3A 04,58,NOTE,,,False,
31120,31121,2,3C 04,60,NOTE,,,False,
31122,31123,2,81 FE,129,ADD_TEMPO,,,False,
31124,31125,2,38 04,56,NOTE,,,False,
31126,31127,2,3C 04,60,NOTE,,,False,
31128,31129,2,81 FE,129,ADD_TEMPO,,,False,
31130,31131,2,37 04,55,NOTE,,,False,
31132,31133,2,38 04,56,NOTE,,,False,
31134,31135,2,81 FE,129,ADD_TEMPO,,,False,
31136,31137,2,82 0A,130,SET_VOLUME,,,False,
31138,31139,2,A0 01,160,YM_FREQ_OFFSET,,,False,
31140,31142,3,A4 10 06,164,VAR_LOAD,,,False,
31143,31144,2,35 03,53,NOTE,,,False,
31145,31147,3,9D F4 6C,157,SET_VOICE,,,False,
