address,end_inclusive,size,raw_hex,opcode,mnemonic,target,target_kind,is_seed,seed_sources
31148,31150,3,9E F4 6C,158,YM_LOAD_ENV,,,False,
31151,31152,2,A3 64,163,YM_VOL_ENV_SUB,,,False,
31153,31154,2,82 0A,130,SET_VOLUME,,,False,
31155,31156,2,20 83,32,NOTE,,,False,
31157,31158,2,20 42,32,NOTE,,,False,
31159,31160,2,00 03,0,REST,,,False,
31161,31162,2,00 44,0,REST,,,False,
31163,31164,2,80 B0,128,SET_TEMPO,,,False,
31165,31166,2,82 0F,130,SET_VOLUME,,,False,
31167,31168,2,20 01,32,NOTE,,,False,
31169,31170,2,8E 09,142,PUSH_SEQ_EXT,,,False,
31171,31172,2,00 01,0,REST,,,False,
31173,31174,2,8F 00,143,POP_SEQ,,,False,
31175,31177,3,9D 48 6D,157,SET_VOICE,,,False,
31178,31180,3,9E 48 6D,158,YM_LOAD_ENV,,,False,
31181,31182,2,82 07,130,SET_VOLUME,,,False,
31183,31184,2,00 04,0,REST,,,False,
31185,31187,3,A4 08 10,164,VAR_LOAD,,,False,
31188,31189,2,3D 84,61,NOTE,,,False,
31190,31191,2,A7 28,167,FREQ_ADD,,,False,
31192,31193,2,3D 84,61,NOTE,,,False,
31194,31195,2,A7 28,167,FREQ_ADD,,,False,
31196,31197,2,3D 84,61,NOTE,,,False,
31198,31199,2,3D 83,61,NOTE,,,False,
31200,31202,3,A4 08 F0,164,VAR_LOAD,,,False,
31203,31204,2,3D 84,61,NOTE,,,False,
31205,31206,2,A7 D8,167,FREQ_ADD,,,False,
31207,31208,2,3D 84,61,NOTE,,,False,
31209,31210,2,A7 D8,167,FREQ_ADD,,,False,
31211,31212,2,3D 84,61,NOTE,,,False,
31213,31214,2,A7 D8,167,FREQ_ADD,,,False,
31215,31216,2,3D 84,61,NOTE,,,False,
31217,31218,2,A7 D8,167,FREQ_ADD,,,False,
31219,31220,2,3D 84,61,NOTE,,,False,
31221,31222,2,A7 D8,167,FREQ_ADD,,,False,
31223,31224,2,3D 84,61,NOTE,,,False,
31225,31226,2,A7 D8,167,FREQ_ADD,,,False,
31227,31228,2,3D 84,61,NOTE,,,False,
31229,31230,2,A7 D8,167,FREQ_ADD,,,False,
31231,31232,2,3D 84,61,NOTE,,,False,
31233,31234,2,A7 D8,167,FREQ_ADD,,,False,
31235,31236,2,3D 84,61,NOTE,,,False,
31237,31238,2,00 00,0,CHAIN,,,False,
31239,31241,3,9D 16 6F,157,SET_VOICE,,,True,record_131
31242,31243,2,80 90,128,SET_TEMPO,,,False,
31244,31245,2,82 09,130,SET_VOLUME,,,False,
31246,31247,2,A0 01,160,YM_FREQ_OFFSET,,,False,
31248,31249,2,30 82,48,NOTE,,,False,
31250,31251,2,81 FE,129,ADD_TEMPO,,,False,
31252,31253,2,30 83,48,NOTE,,,False,
31254,31255,2,81 FE,129,ADD_TEMPO,,,False,
31256,31257,2,30 03,48,NOTE,,,False,
31258,31259,2,81 FE,129,ADD_TEMPO,,,False,
31260,31262,3,A4 10 06,164,VAR_LOAD,,,False,
31263,31264,2,00 04,0,REST,,,False,
31265,31266,2,38 C3,56,NOTE,,,False,
31267,31268,2,38 01,56,NOTE,,,False,
31269,31270,2,A0 03,160,YM_FREQ_OFFSET,,,False,
31271,31272,2,00 44,0,REST,,,False,
31273,31274,2,80 B0,128,SET_TEMPO,,,False,
31275,31276,2,00 03,0,REST,,,False,
31277,31278,2,48 04,72,NOTE,,,False,
31279,31280,2,46 04,70,NOTE,,,False,
31281,31282,2,48 13,72,NOTE,,,False,
31283,31284,2,41 13,65,NOTE,,,False,
31285,31286,2,00 03,0,REST,,,False,
31287,31288,2,49 04,73,NOTE,,,False,
31289,31290,2,48 04,72,NOTE,,,False,
31291,31292,2,49 13,73,NOTE,,,False,
31293,31294,2,46 13,70,NOTE,,,False,
31295,31296,2,00 03,0,REST,,,False,
31297,31298,2,46 04,70,NOTE,,,False,
31299,31300,2,44 04,68,NOTE,,,False,
31301,31302,2,46 13,70,NOTE,,,False,
31303,31304,2,3F 13,63,NOTE,,,False,
31305,31306,2,00 03,0,REST,,,False,
31307,31308,2,48 04,72,NOTE,,,False,
31309,31310,2,46 04,70,NOTE,,,False,
31311,31312,2,48 13,72,NOTE,,,False,
31313,31314,2,44 13,68,NOTE,,,False,
31315,31316,2,00 03,0,REST,,,False,
31317,31318,2,44 04,68,NOTE,,,False,
31319,31320,2,43 04,67,NOTE,,,False,
31321,31322,2,44 13,68,NOTE,,,False,
31323,31324,2,3D 13,61,NOTE,,,False,
31325,31326,2,00 03,0,REST,,,False,
31327,31328,2,46 04,70,NOTE,,,False,
31329,31330,2,44 04,68,NOTE,,,False,
31331,31332,2,46 13,70,NOTE,,,False,
31333,31334,2,43 13,67,NOTE,,,False,
31335,31336,2,00 03,0,REST,,,False,
31337,31338,2,43 04,67,NOTE,,,False,
31339,31340,2,41 04,65,NOTE,,,False,
31341,31342,2,43 13,67,NOTE,,,False,
31343,31344,2,3C 13,60,NOTE,,,False,
31345,31346,2,41 04,65,NOTE,,,False,
31347,31348,2,4D 04,77,NOTE,,,False,
31349,31350,2,4B 04,75,NOTE,,,False,
31351,31352,2,49 04,73,NOTE,,,False,
31353,31354,2,48 04,72,NOTE,,,False,
31355,31356,2,49 04,73,NOTE,,,False,
31357,31358,2,48 04,72,NOTE,,,False,
31359,31360,2,46 04,70,NOTE,,,False,
31361,31362,2,44 04,68,NOTE,,,False,
31363,31364,2,43 04,67,NOTE,,,False,
31365,31366,2,41 04,65,NOTE,,,False,
31367,31368,2,40 04,64,NOTE,,,False,
31369,31370,2,41 89,65,NOTE,,,False,
31371,31372,2,40 89,64,NOTE,,,False,
31373,31374,2,41 89,65,NOTE,,,False,
31375,31376,2,40 89,64,NOTE,,,False,
31377,31378,2,41 89,65,NOTE,,,False,
31379,31380,2,40 89,64,NOTE,,,False,
31381,31382,2,81 FC,129,ADD_TEMPO,,,False,
31383,31384,2,41 89,65,NOTE,,,False,
31385,31386,2,40 89,64,NOTE,,,False,
31387,31388,2,41 89,65,NOTE,,,False,
31389,31390,2,40 89,64,NOTE,,,False,
31391,31392,2,81 FC,129,ADD_TEMPO,,,False,
31393,31394,2,41 89,65,NOTE,,,False,
31395,31396,2,40 89,64,NOTE,,,False,
31397,31398,2,41 89,65,NOTE,,,False,
31399,31400,2,40 89,64,NOTE,,,False,
31401,31402,2,81 FC,129,ADD_TEMPO,,,False,
31403,31404,2,41 89,65,NOTE,,,False,
31405,31406,2,40 89,64,NOTE,,,False,
31407,31408,2,81 FC,129,ADD_TEMPO,,,False,
31409,31410,2,41 89,65,NOTE,,,False,
31411,31412,2,40 89,64,NOTE,,,False,
31413,31414,2,41 89,65,NOTE,,,False,
31415,31416,2,40 02,64,NOTE,,,False,
31417,31418,2,41 13,65,NOTE,,,False,
31419,31420,2,41 84,65,NOTE,,,False,
31421,31422,2,41 01,65,NOTE,,,False,
31423,31424,2,00 00,0,CHAIN,,,False,
31425,31427,3,9D 16 6F,157,SET_VOICE,,,True,record_132
31428,31429,2,80 90,128,SET_TEMPO,,,False,
31430,31431,2,82 09,130,SET_VOLUME,,,False,
31432,31433,2,2B 82,43,NOTE,,,False,
31434,31435,2,81 FE,129,ADD_TEMPO,,,False,
31436,31437,2,2B 83,43,NOTE,,,False,
31438,31439,2,81 FE,129,ADD_TEMPO,,,False,
31440,31441,2,2B 03,43,NOTE,,,False,
31442,31443,2,81 FE,129,ADD_TEMPO,,,False,
31444,31446,3,A4 10 06,164,VAR_LOAD,,,False,
31447,31448,2,00 03,0,REST,,,False,
31449,31450,2,3B 83,59,NOTE,,,False,
31451,31452,2,3B 01,59,NOTE,,,False,
31453,31454,2,00 44,0,REST,,,False,
31455,31456,2,A0 02,160,YM_FREQ_OFFSET,,,False,
31457,31458,2,82 0D,130,SET_VOLUME,,,False,
31459,31460,2,80 B0,128,SET_TEMPO,,,False,
31461,31462,2,3C 13,60,NOTE,,,False,
31463,31464,2,00 02,0,REST,,,False,
31465,31466,2,3C 13,60,NOTE,,,False,
31467,31468,2,3D 13,61,NOTE,,,False,
31469,31470,2,00 42,0,REST,,,False,
31471,31472,2,3A 13,58,NOTE,,,False,
31473,31474,2,00 02,0,REST,,,False,
31475,31476,2,3A 13,58,NOTE,,,False,
31477,31478,2,3C 13,60,NOTE,,,False,
31479,31480,2,00 42,0,REST,,,False,
31481,31482,2,38 13,56,NOTE,,,False,
31483,31484,2,00 02,0,REST,,,False,
31485,31486,2,38 13,56,NOTE,,,False,
31487,31488,2,3A 13,58,NOTE,,,False,
31489,31490,2,00 42,0,REST,,,False,
31491,31492,2,37 13,55,NOTE,,,False,
31493,31494,2,00 02,0,REST,,,False,
31495,31496,2,37 13,55,NOTE,,,False,
31497,31498,2,8E 06,142,PUSH_SEQ_EXT,,,False,
31499,31500,2,38 81,56,NOTE,,,False,
31501,31502,2,8F 00,143,POP_SEQ,,,False,
31503,31504,2,00 00,0,CHAIN,,,False,
31505,31507,3,9D 16 6F,157,SET_VOICE,,,True,record_133
31508,31509,2,80 90,128,SET_TEMPO,,,False,
31510,31511,2,82 09,130,SET_VOLUME,,,False,
31512,31513,2,A0 02,160,YM_FREQ_OFFSET,,,False,
31514,31515,2,27 82,39,NOTE,,,False,
31516,31517,2,81 FE,129,ADD_TEMPO,,,False,
31518,31519,2,27 83,39,NOTE,,,False,
31520,31521,2,81 FE,129,ADD_TEMPO,,,False,
31522,31523,2,27 03,39,NOTE,,,False,
31524,31525,2,81 FE,129,ADD_TEMPO,,,False,
31526,31527,2,A0 03,160,YM_FREQ_OFFSET,,,False,
31528,31530,3,A4 10 06,164,VAR_LOAD,,,False,
31531,31532,2,00 43,0,REST,,,False,
31533,31534,2,3E 84,62,NOTE,,,False,
31535,31536,2,3E 01,62,NOTE,,,False,
31537,31538,2,00 44,0,REST,,,False,
31539,31540,2,80 B0,128,SET_TEMPO,,,False,
31541,31542,2,82 0D,130,SET_VOLUME,,,False,
31543,31544,2,38 13,56,NOTE,,,False,
31545,31546,2,00 02,0,REST,,,False,
31547,31548,2,38 13,56,NOTE,,,False,
31549,31550,2,3A 13,58,NOTE,,,False,
31551,31552,2,00 42,0,REST,,,False,
31553,31554,2,37 13,55,NOTE,,,False,
31555,31556,2,00 02,0,REST,,,False,
31557,31558,2,37 13,55,NOTE,,,False,
31559,31560,2,38 13,56,NOTE,,,False,
31561,31562,2,00 42,0,REST,,,False,
31563,31564,2,35 13,53,NOTE,,,False,
31565,31566,2,00 02,0,REST,,,False,
31567,31568,2,35 13,53,NOTE,,,False,
31569,31570,2,36 13,54,NOTE,,,False,
31571,31572,2,00 42,0,REST,,,False,
31573,31574,2,34 13,52,NOTE,,,False,
31575,31576,2,00 02,0,REST,,,False,
31577,31578,2,34 13,52,NOTE,,,False,
31579,31580,2,8E 06,142,PUSH_SEQ_EXT,,,False,
31581,31582,2,35 81,53,NOTE,,,False,
31583,31584,2,8F 00,143,POP_SEQ,,,False,
31585,31586,2,00 00,0,CHAIN,,,False,
31587,31589,3,9D 16 6F,157,SET_VOICE,,,True,record_134
31590,31591,2,80 90,128,SET_TEMPO,,,False,
31592,31593,2,82 09,130,SET_VOLUME,,,False,
31594,31595,2,00 02,0,REST,,,False,
31596,31597,2,81 FE,129,ADD_TEMPO,,,False,
31598,31599,2,00 03,0,REST,,,False,
31600,31601,2,81 FE,129,ADD_TEMPO,,,False,
31602,31603,2,00 03,0,REST,,,False,
31604,31605,2,81 FE,129,ADD_TEMPO,,,False,
31606,31608,3,A4 10 06,164,VAR_LOAD,,,False,
31609,31610,2,00 02,0,REST,,,False,
31611,31612,2,41 01,65,NOTE,,,False,
31613,31614,2,00 44,0,REST,,,False,
31615,31616,2,80 B0,128,SET_TEMPO,,,False,
31617,31619,3,9D 38 71,157,SET_VOICE,,,False,
31620,31621,2,82 07,130,SET_VOLUME,,,False,
31622,31623,2,A0 02,160,YM_FREQ_OFFSET,,,False,
31624,31625,2,00 01,0,REST,,,False,
31626,31627,2,0E 03,14,NOTE,,,False,
31628,31629,2,00 42,0,REST,,,False,
31630,31631,2,A0 01,160,YM_FREQ_OFFSET,,,False,
31632,31633,2,82 09,130,SET_VOLUME,,,False,
31634,31636,3,A4 1B F6,164,VAR_LOAD,,,False,
31637,31638,2,12 03,18,NOTE,,,False,
31639,31640,2,00 42,0,REST,,,False,
31641,31642,2,00 01,0,REST,,,False,
31643,31644,2,82 07,130,SET_VOLUME,,,False,
31645,31646,2,0E 03,14,NOTE,,,False,
31647,31648,2,00 42,0,REST,,,False,
31649,31650,2,00 01,0,REST,,,False,
31651,31652,2,00 01,0,REST,,,False,
31653,31654,2,00 01,0,REST,,,False,
31655,31656,2,A0 03,160,YM_FREQ_OFFSET,,,False,
31657,31658,2,0E 03,14,NOTE,,,False,
31659,31660,2,00 42,0,REST,,,False,
31661,31662,2,00 81,0,REST,,,False,
31663,31664,2,00 81,0,REST,,,False,
31665,31666,2,00 81,0,REST,,,False,
31667,31668,2,82 07,130,SET_VOLUME,,,False,
31669,31670,2,0E 03,14,NOTE,,,False,
31671,31672,2,00 42,0,REST,,,False,
31673,31674,2,00 00,0,CHAIN,,,False,
31675,31677,3,9D 16 6F,157,SET_VOICE,,,True,record_135
31678,31679,2,80 90,128,SET_TEMPO,,,False,
31680,31681,2,82 09,130,SET_VOLUME,,,False,
31682,31683,2,00 02,0,REST,,,False,
31684,31685,2,81 FE,129,ADD_TEMPO,,,False,
31686,31687,2,00 03,0,REST,,,False,
31688,31689,2,81 FE,129,ADD_TEMPO,,,False,
31690,31691,2,00 03,0,REST,,,False,
31692,31693,2,81 FE,129,ADD_TEMPO,,,False,
31694,31695,2,A0 02,160,YM_FREQ_OFFSET,,,False,
31696,31698,3,A4 10 06,164,VAR_LOAD,,,False,
31699,31700,2,00 02,0,REST,,,False,
31701,31702,2,00 04,0,REST,,,False,
31703,31704,2,44 C3,68,NOTE,,,False,
31705,31706,2,44 02,68,NOTE,,,False,
31707,31708,2,00 44,0,REST,,,False,
31709,31710,2,80 B0,128,SET_TEMPO,,,False,
31711,31712,2,00 00,0,CHAIN,,,False,
31713,31715,3,9D 16 6F,157,SET_VOICE,,,True,record_136
31716,31717,2,80 90,128,SET_TEMPO,,,False,
31718,31719,2,82 09,130,SET_VOLUME,,,False,
31720,31721,2,00 02,0,REST,,,False,
31722,31723,2,81 FE,129,ADD_TEMPO,,,False,
31724,31725,2,00 03,0,REST,,,False,
31726,31727,2,81 FE,129,ADD_TEMPO,,,False,
31728,31729,2,00 03,0,REST,,,False,
31730,31731,2,81 FE,129,ADD_TEMPO,,,False,
31732,31733,2,A0 02,160,YM_FREQ_OFFSET,,,False,
31734,31735,2,00 02,0,REST,,,False,
31736,31738,3,A4 10 06,164,VAR_LOAD,,,False,
31739,31740,2,00 03,0,REST,,,False,
31741,31742,2,47 83,71,NOTE,,,False,
31743,31744,2,47 02,71,NOTE,,,False,
31745,31746,2,00 44,0,REST,,,False,
31747,31748,2,80 B0,128,SET_TEMPO,,,False,
31749,31750,2,82 0D,130,SET_VOLUME,,,False,
31751,31752,2,A0 01,160,YM_FREQ_OFFSET,,,False,
31753,31754,2,35 13,53,NOTE,,,False,
31755,31756,2,00 02,0,REST,,,False,
31757,31758,2,35 13,53,NOTE,,,False,
31759,31760,2,35 13,53,NOTE,,,False,
31761,31762,2,00 42,0,REST,,,False,
31763,31764,2,33 13,51,NOTE,,,False,
31765,31766,2,00 02,0,REST,,,False,
31767,31768,2,33 13,51,NOTE,,,False,
31769,31770,2,33 13,51,NOTE,,,False,
31771,31772,2,00 42,0,REST,,,False,
31773,31774,2,31 13,49,NOTE,,,False,
31775,31776,2,00 02,0,REST,,,False,
31777,31778,2,31 13,49,NOTE,,,False,
31779,31780,2,31 13,49,NOTE,,,False,
31781,31782,2,00 42,0,REST,,,False,
31783,31784,2,30 13,48,NOTE,,,False,
31785,31786,2,00 02,0,REST,,,False,
31787,31788,2,30 13,48,NOTE,,,False,
31789,31790,2,8E 06,142,PUSH_SEQ_EXT,,,False,
31791,31792,2,30 81,48,NOTE,,,False,
31793,31794,2,8F 00,143,POP_SEQ,,,False,
31795,31796,2,00 00,0,CHAIN,,,False,
31797,31799,3,9D A4 6B,157,SET_VOICE,,,True,record_137
31800,31801,2,80 90,128,SET_TEMPO,,,False,
31802,31803,2,82 0A,130,SET_VOLUME,,,False,
31804,31805,2,24 82,36,NOTE,,,False,
31806,31807,2,81 FE,129,ADD_TEMPO,,,False,
31808,31809,2,24 83,36,NOTE,,,False,
31810,31811,2,81 FE,129,ADD_TEMPO,,,False,
31812,31813,2,24 03,36,NOTE,,,False,
31814,31815,2,81 FE,129,ADD_TEMPO,,,False,
31816,31817,2,82 09,130,SET_VOLUME,,,False,
31818,31820,3,A4 10 06,164,VAR_LOAD,,,False,
31821,31822,2,23 82,35,NOTE,,,False,
31823,31824,2,23 01,35,NOTE,,,False,
31825,31826,2,00 44,0,REST,,,False,
31827,31828,2,80 B0,128,SET_TEMPO,,,False,
31829,31830,2,1D 13,29,NOTE,,,False,
31831,31832,2,00 02,0,REST,,,False,
31833,31834,2,1D 13,29,NOTE,,,False,
31835,31836,2,22 13,34,NOTE,,,False,
31837,31838,2,00 42,0,REST,,,False,
31839,31840,2,1B 13,27,NOTE,,,False,
31841,31842,2,00 02,0,REST,,,False,
31843,31844,2,1B 13,27,NOTE,,,False,
31845,31846,2,20 13,32,NOTE,,,False,
31847,31848,2,00 42,0,REST,,,False,
31849,31850,2,19 13,25,NOTE,,,False,
31851,31852,2,00 02,0,REST,,,False,
31853,31854,2,19 13,25,NOTE,,,False,
31855,31856,2,1E 13,30,NOTE,,,False,
31857,31858,2,00 42,0,REST,,,False,
31859,31860,2,24 13,36,NOTE,,,False,
31861,31862,2,00 02,0,REST,,,False,
31863,31864,2,24 13,36,NOTE,,,False,
31865,31866,2,8E 06,142,PUSH_SEQ_EXT,,,False,
31867,31868,2,1D 81,29,NOTE,,,False,
31869,31870,2,8F 00,143,POP_SEQ,,,False,
31871,31872,2,00 00,0,CHAIN,,,False,
31873,31875,3,9D A4 6B,157,SET_VOICE,,,True,record_170
31876,31877,2,82 0A,130,SET_VOLUME,,,False,
31878,31879,2,80 B0,128,SET_TEMPO,,,False,
31880,31881,2,00 03,0,REST,,,False,
31882,31883,2,48 04,72,NOTE,,,False,
31884,31885,2,46 04,70,NOTE,,,False,
31886,31887,2,48 13,72,NOTE,,,False,
31888,31889,2,41 13,65,NOTE,,,False,
31890,31891,2,00 03,0,REST,,,False,
31892,31893,2,49 04,73,NOTE,,,False,
31894,31895,2,48 04,72,NOTE,,,False,
31896,31897,2,49 13,73,NOTE,,,False,
31898,31899,2,46 13,70,NOTE,,,False,
31900,31901,2,97 00,151,FADEOUT_ENV,,,False,
31902,31903,2,00 03,0,REST,,,False,
31904,31905,2,46 04,70,NOTE,,,False,
31906,31907,2,44 04,68,NOTE,,,False,
31908,31909,2,46 13,70,NOTE,,,False,
31910,31911,2,3F 13,63,NOTE,,,False,
31912,31913,2,00 00,0,CHAIN,,,False,
31914,31916,3,9D 16 6F,157,SET_VOICE,,,True,record_171
31917,31918,2,A0 02,160,YM_FREQ_OFFSET,,,False,
31919,31920,2,82 09,130,SET_VOLUME,,,False,
31921,31922,2,80 B0,128,SET_TEMPO,,,False,
31923,31924,2,3C 13,60,NOTE,,,False,
31925,31926,2,00 02,0,REST,,,False,
31927,31928,2,3C 13,60,NOTE,,,False,
31929,31930,2,3D 13,61,NOTE,,,False,
31931,31932,2,00 42,0,REST,,,False,
31933,31934,2,97 00,151,FADEOUT_ENV,,,False,
31935,31936,2,3A 13,58,NOTE,,,False,
31937,31938,2,00 02,0,REST,,,False,
31939,31940,2,3A 13,58,NOTE,,,False,
31941,31942,2,00 00,0,CHAIN,,,False,
31943,31945,3,9D 16 6F,157,SET_VOICE,,,True,record_172
31946,31947,2,80 B0,128,SET_TEMPO,,,False,
31948,31949,2,82 09,130,SET_VOLUME,,,False,
31950,31951,2,38 13,56,NOTE,,,False,
31952,31953,2,00 02,0,REST,,,False,
31954,31955,2,38 13,56,NOTE,,,False,
31956,31957,2,3A 13,58,NOTE,,,False,
31958,31959,2,00 42,0,REST,,,False,
31960,31961,2,97 00,151,FADEOUT_ENV,,,False,
31962,31963,2,37 13,55,NOTE,,,False,
31964,31965,2,00 02,0,REST,,,False,
31966,31967,2,37 13,55,NOTE,,,False,
31968,31969,2,00 00,0,CHAIN,,,False,
31970,31972,3,9D 16 6F,157,SET_VOICE,,,True,record_173
31973,31974,2,80 B0,128,SET_TEMPO,,,False,
31975,31976,2,82 09,130,SET_VOLUME,,,False,
31977,31978,2,35 13,53,NOTE,,,False,
31979,31980,2,00 02,0,REST,,,False,
31981,31982,2,35 13,53,NOTE,,,False,
31983,31984,2,35 13,53,NOTE,,,False,
31985,31986,2,00 42,0,REST,,,False,
31987,31988,2,97 00,151,FADEOUT_ENV,,,False,
31989,31990,2,33 13,51,NOTE,,,False,
31991,31992,2,00 02,0,REST,,,False,
31993,31994,2,33 13,51,NOTE,,,False,
31995,31996,2,00 00,0,CHAIN,,,False,
31997,31999,3,9D A4 6B,157,SET_VOICE,,,True,record_174
32000,32001,2,82 09,130,SET_VOLUME,,,False,
32002,32003,2,80 B0,128,SET_TEMPO,,,False,
32004,32005,2,1D 13,29,NOTE,,,False,
32006,32007,2,00 02,0,REST,,,False,
32008,32009,2,1D 13,29,NOTE,,,False,
32010,32011,2,22 13,34,NOTE,,,False,
32012,32013,2,00 42,0,REST,,,False,
32014,32015,2,97 00,151,FADEOUT_ENV,,,False,
32016,32017,2,1B 13,27,NOTE,,,False,
32018,32019,2,00 02,0,REST,,,False,
32020,32021,2,1B 13,27,NOTE,,,False,
32022,32023,2,00 00,0,CHAIN,,,False,
32024,32026,3,9D 50 6B,157,SET_VOICE,,,True,record_126
32027,32028,2,0D 04,13,NOTE,,,False,
32029,32030,2,00 00,0,CHAIN,,,False,
32031,32033,3,9D 6E 6E,157,SET_VOICE,,,True,record_129
32034,32035,2,B2 05,178,VAR_CLASSIFY_LOAD,,,False,
32036,32037,2,AB 0F,171,REG_AND,,,False,
32038,32070,33,AE 47 7D 4B 7D 4F 7D 53 7D 57 7D 5B 7D 5F 7D 63 7D 67 7D 6B 7D 6F 7D 73 7D 77 7D 7B 7D 7F 7D 83 7D,174,COND_JUMP_REG_Z,32071,conditional,False,
32071,32072,2,31 03,49,NOTE,,,False,
32073,32074,2,00 00,0,CHAIN,,,False,
32075,32076,2,32 03,50,NOTE,,,False,
32077,32078,2,00 00,0,CHAIN,,,False,
32079,32080,2,33 03,51,NOTE,,,False,
32081,32082,2,00 00,0,CHAIN,,,False,
32083,32084,2,34 03,52,NOTE,,,False,
32085,32086,2,00 00,0,CHAIN,,,False,
32087,32088,2,35 03,53,NOTE,,,False,
32089,32090,2,00 00,0,CHAIN,,,False,
32091,32092,2,36 03,54,NOTE,,,False,
32093,32094,2,00 00,0,CHAIN,,,False,
32095,32096,2,37 03,55,NOTE,,,False,
32097,32098,2,00 00,0,CHAIN,,,False,
32099,32100,2,38 03,56,NOTE,,,False,
32101,32102,2,00 00,0,CHAIN,,,False,
32103,32104,2,39 03,57,NOTE,,,False,
32105,32106,2,00 00,0,CHAIN,,,False,
32107,32108,2,3A 03,58,NOTE,,,False,
32109,32110,2,00 00,0,CHAIN,,,False,
32111,32112,2,3B 03,59,NOTE,,,False,
32113,32114,2,00 00,0,CHAIN,,,False,
32115,32116,2,3C 03,60,NOTE,,,False,
32117,32118,2,00 00,0,CHAIN,,,False,
32119,32120,2,3D 03,61,NOTE,,,False,
32121,32122,2,00 00,0,CHAIN,,,False,
32123,32124,2,3E 03,62,NOTE,,,False,
32125,32126,2,00 00,0,CHAIN,,,False,
32127,32128,2,3F 03,63,NOTE,,,False,
32129,32130,2,00 00,0,CHAIN,,,False,
32131,32132,2,44 03,68,NOTE,,,False,
32133,32134,2,00 00,0,CHAIN,,,False,
32135,32137,3,9D 0A 72,157,SET_VOICE,,,True,record_12
32138,32139,2,80 F0,128,SET_TEMPO,,,False,
32140,32141,2,A0 01,160,YM_FREQ_OFFSET,,,False,
32142,32143,2,00 09,0,REST,,,False,
32144,32145,2,2F 42,47,NOTE,,,False,
32146,32147,2,00 00,0,CHAIN,,,False,
32148,32150,3,9D 0A 72,157,SET_VOICE,,,True,record_13
32151,32152,2,80 F0,128,SET_TEMPO,,,False,
32153,32154,2,A0 01,160,YM_FREQ_OFFSET,,,False,
32155,32156,2,00 09,0,REST,,,False,
32157,32158,2,1D 42,29,NOTE,,,False,
32159,32160,2,00 00,0,CHAIN,,,False,
32161,32163,3,9D 0A 72,157,SET_VOICE,,,True,record_14
32164,32165,2,80 F0,128,SET_TEMPO,,,False,
32166,32167,2,A0 01,160,YM_FREQ_OFFSET,,,False,
32168,32169,2,29 09,41,NOTE,,,False,
32170,32171,2,00 42,0,REST,,,False,
32172,32173,2,00 00,0,CHAIN,,,False,
32174,32176,3,9D D6 69,157,SET_VOICE,,,True,record_15
32177,32178,2,82 0A,130,SET_VOLUME,,,False,
32179,32180,2,A0 01,160,YM_FREQ_OFFSET,,,False,
32181,32182,2,80 A0,128,SET_TEMPO,,,False,
32183,32184,2,00 4A,0,REST,,,False,
32185,32186,2,3B 03,59,NOTE,,,False,
32187,32188,2,00 0A,0,REST,,,False,
32189,32190,2,00 00,0,CHAIN,,,False,
32191,32193,3,9D D6 69,157,SET_VOICE,,,True,record_16
32194,32195,2,82 09,130,SET_VOLUME,,,False,
32196,32197,2,80 A0,128,SET_TEMPO,,,False,
32198,32199,2,00 0A,0,REST,,,False,
32200,32201,2,37 83,55,NOTE,,,False,
32202,32203,2,37 0B,55,NOTE,,,False,
32204,32205,2,00 0A,0,REST,,,False,
32206,32207,2,00 00,0,CHAIN,,,False,
32208,32210,3,9D D6 69,157,SET_VOICE,,,True,record_17
32211,32212,2,82 0A,130,SET_VOLUME,,,False,
32213,32214,2,A0 01,160,YM_FREQ_OFFSET,,,False,
32215,32216,2,80 A0,128,SET_TEMPO,,,False,
32217,32218,2,00 0B,0,REST,,,False,
32219,32220,2,35 83,53,NOTE,,,False,
32221,32222,2,35 0A,53,NOTE,,,False,
32223,32224,2,00 0A,0,REST,,,False,
32225,32226,2,00 00,0,CHAIN,,,False,
32227,32229,3,9D D6 69,157,SET_VOICE,,,True,record_18
32230,32231,2,82 09,130,SET_VOLUME,,,False,
32232,32233,2,80 A0,128,SET_TEMPO,,,False,
32234,32235,2,31 83,49,NOTE,,,False,
32236,32237,2,31 4A,49,NOTE,,,False,
32238,32239,2,00 0A,0,REST,,,False,
32240,32241,2,00 00,0,CHAIN,,,False,
32242,32244,3,9D 88 72,157,SET_VOICE,,,True,record_19
32245,32246,2,82 0A,130,SET_VOLUME,,,False,
32247,32248,2,A0 02,160,YM_FREQ_OFFSET,,,False,
32249,32250,2,80 A0,128,SET_TEMPO,,,False,
32251,32253,3,9E 88 72,158,YM_LOAD_ENV,,,False,
32254,32255,2,00 4A,0,REST,,,False,
32256,32257,2,2F 03,47,NOTE,,,False,
32258,32259,2,00 00,0,CHAIN,,,False,
32260,32262,3,9D 88 72,157,SET_VOICE,,,True,record_20
32263,32264,2,80 A0,128,SET_TEMPO,,,False,
32265,32266,2,82 09,130,SET_VOLUME,,,False,
32267,32268,2,00 0A,0,REST,,,False,
32269,32270,2,2B 83,43,NOTE,,,False,
32271,32272,2,2B 0B,43,NOTE,,,False,
32273,32274,2,00 00,0,CHAIN,,,False,
32275,32277,3,9D 88 72,157,SET_VOICE,,,True,record_21
32278,32279,2,80 A0,128,SET_TEMPO,,,False,
32280,32281,2,82 09,130,SET_VOLUME,,,False,
32282,32283,2,00 0B,0,REST,,,False,
